Balancing Authority,Data Date,Hour Number,Local Time at End of Hour,UTC Time at End of Hour,Demand Forecast (MW),Demand (MW),Net Generation (MW),Total Interchange (MW),Sum(Valid DIBAs) (MW),Demand (MW) (Imputed),Net Generation (MW) (Imputed),Total Interchange (MW) (Imputed),Demand (MW) (Adjusted),Net Generation (MW) (Adjusted),Total Interchange (MW) (Adjusted),Net Generation (MW) from Coal,Net Generation (MW) from Natural Gas,Net Generation (MW) from Nuclear,Net Generation (MW) from All Petroleum Products,Net Generation (MW) from Hydropower Excluding Pumped Storage,Net Generation (MW) from Pumped Storage,Net Generation (MW) from Solar without Integrated Battery Storage,Net Generation (MW) from Solar with Integrated Battery Storage,Net Generation (MW) from Wind without Integrated Battery Storage,Net Generation (MW) from Wind with Integrated Battery Storage,Net Generation (MW) from Battery Storage,Net Generation (MW) from Other Energy Storage,Net Generation (MW) from Unknown Energy Storage,Net Generation (MW) from Geothermal,Net Generation (MW) from Other Fuel Sources,Net Generation (MW) from Unknown Fuel Sources,Net Generation (MW) from Coal (Imputed),Net Generation (MW) from Natural Gas (Imputed),Net Generation (MW) from Nuclear (Imputed),Net Generation (MW) from All Petroleum Products (Imputed),Net Generation (MW) from Hydropower Excluding Pumped Storage (Imputed),Net Generation (MW) from Pumped Storage (Imputed),Net Generation (MW) from Solar without Integrated Battery Storage (Imputed),Net Generation (MW) from Solar with Integrated Battery Storage (Imputed),Net Generation (MW) from Wind without Integrated Battery Storage (Imputed),Net Generation (MW) from Wind with Integrated Battery Storage (Imputed),Net Generation (MW) from Battery Storage (Imputed),Net Generation (MW) from Other Energy Storage (Imputed),Net Generation (MW) from Unknown Energy Storage (Imputed),Net Generation (MW) from Geothermal (Imputed),Net Generation (MW) from Other Fuel Sources (Imputed),Net Generation (MW) from Coal (Adjusted),Net Generation (MW) from Natural Gas (Adjusted),Net Generation (MW) from Nuclear (Adjusted),Net Generation (MW) from All Petroleum Products (Adjusted),Net Generation (MW) from Hydropower Excluding Pumped Storage (Adjusted),Net Generation (MW) from Pumped Storage  (Adjusted),Net Generation (MW) from Solar without Integrated Battery Storage (Adjusted),Net Generation (MW) from Solar witho Integrated Battery Storage (Adjusted),Net Generation (MW) from Wind without Integrated Battery Storage (Adjusted),Net Generation (MW) from Wind with Integrated Battery Storage (Adjusted),Net Generation (MW) from Battery Storage (Adjusted),Net Generation (MW) from Other Energy Storage (Adjusted),Net Generation (MW) from Unknown Energy Storage (Adjusted),Net Generation (MW) from Geothermal (Adjusted),Net Generation (MW) from Other Fuel Sources (Adjusted),Region
AECI,12/15/2024,19,12/15/2024 19:00,12/16/2024 1:00,2415,2647,2658,11,11,,,,2647,2658,11,1221,910,,,,,,,527,,,,,,,,,,,,,,,,,,,,,,,1221,910,,,,,,,527,,,,,,,MIDW
AECI,12/15/2024,20,12/15/2024 20:00,12/16/2024 2:00,2380,2594,2740,146,146,,,,2594,2740,146,1337,904,,,,,,,498,,,,,,,,,,,,,,,,,,,,,,,1337,904,,,,,,,498,,,,,,,MIDW
AECI,12/15/2024,21,12/15/2024 21:00,12/16/2024 3:00,2320,2497,2598,101,101,,,,2497,2598,101,1274,899,,,,,,,424,,,,,,,,,,,,,,,,,,,,,,,1274,899,,,,,,,424,,,,,,,MIDW
AECI,12/15/2024,22,12/15/2024 22:00,12/16/2024 4:00,2221,2351,2491,140,140,,,,2351,2491,140,1254,921,,,,,,,316,,,,,,,,,,,,,,,,,,,,,,,1254,921,,,,,,,316,,,,,,,MIDW
AECI,12/15/2024,23,12/15/2024 23:00,12/16/2024 5:00,2059,2152,2414,262,262,,,,2152,2414,262,1140,948,,,,,,,326,,,,,,,,,,,,,,,,,,,,,,,1140,948,,,,,,,326,,,,,,,MIDW
AECI,12/15/2024,24,12/16/2024 0:00,12/16/2024 6:00,1924,1994,2351,357,357,,,,1994,2351,357,1090,948,,,,,,,313,,,,,,,,,,,,,,,,,,,,,,,1090,948,,,,,,,313,,,,,,,MIDW
AECI,12/16/2024,1,12/16/2024 1:00,12/16/2024 7:00,1886,1902,2274,372,372,,,,1902,2274,372,1061,891,,,,,,,322,,,,,,,,,,,,,,,,,,,,,,,1061,891,,,,,,,322,,,,,,,MIDW
AECI,12/16/2024,2,12/16/2024 2:00,12/16/2024 8:00,1837,1840,2025,185,185,,,,1840,2025,185,784,883,,,,,,,358,,,,,,,,,,,,,,,,,,,,,,,784,883,,,,,,,358,,,,,,,MIDW
AECI,12/16/2024,3,12/16/2024 3:00,12/16/2024 9:00,1825,1796,1881,85,85,,,,1796,1881,85,676,911,,,,,,,294,,,,,,,,,,,,,,,,,,,,,,,676,911,,,,,,,294,,,,,,,MIDW
AECI,12/16/2024,4,12/16/2024 4:00,12/16/2024 10:00,1827,1823,1977,154,154,,,,1823,1977,154,674,840,,,,,,,463,,,,,,,,,,,,,,,,,,,,,,,674,840,,,,,,,463,,,,,,,MIDW
AECI,12/16/2024,5,12/16/2024 5:00,12/16/2024 11:00,1881,1885,2046,161,161,,,,1885,2046,161,679,872,,,,,,,495,,,,,,,,,,,,,,,,,,,,,,,679,872,,,,,,,495,,,,,,,MIDW
AECI,12/16/2024,6,12/16/2024 6:00,12/16/2024 12:00,2022,2032,2393,361,361,,,,2032,2393,361,829,883,,,,,,,681,,,,,,,,,,,,,,,,,,,,,,,829,883,,,,,,,681,,,,,,,MIDW
AECI,12/16/2024,7,12/16/2024 7:00,12/16/2024 13:00,2241,2265,2720,455,455,,,,2265,2720,455,1167,947,,,,,,,606,,,,,,,,,,,,,,,,,,,,,,,1167,947,,,,,,,606,,,,,,,MIDW
AECI,12/16/2024,8,12/16/2024 8:00,12/16/2024 14:00,2318,2370,2629,259,259,,,,2370,2629,259,1077,950,,,,,,,602,,,,,,,,,,,,,,,,,,,,,,,1077,950,,,,,,,602,,,,,,,MIDW
AECI,12/16/2024,9,12/16/2024 9:00,12/16/2024 15:00,2295,2338,2479,141,141,,,,2338,2479,141,915,956,,,,,,,608,,,,,,,,,,,,,,,,,,,,,,,915,956,,,,,,,608,,,,,,,MIDW
AECI,12/16/2024,10,12/16/2024 10:00,12/16/2024 16:00,2267,2286,2463,177,177,,,,2286,2463,177,966,958,,,,,,,539,,,,,,,,,,,,,,,,,,,,,,,966,958,,,,,,,539,,,,,,,MIDW
AECI,12/16/2024,11,12/16/2024 11:00,12/16/2024 17:00,2229,2262,2469,207,207,,,,2262,2469,207,1055,959,,,,,,,455,,,,,,,,,,,,,,,,,,,,,,,1055,959,,,,,,,455,,,,,,,MIDW
AECI,12/16/2024,12,12/16/2024 12:00,12/16/2024 18:00,2194,2207,2515,308,308,,,,2207,2515,308,1073,992,,,,,,,450,,,,,,,,,,,,,,,,,,,,,,,1073,992,,,,,,,450,,,,,,,MIDW
AECI,12/16/2024,13,12/16/2024 13:00,12/16/2024 19:00,2153,2161,2532,371,371,,,,2161,2532,371,1013,1032,,,,,,,487,,,,,,,,,,,,,,,,,,,,,,,1013,1032,,,,,,,487,,,,,,,MIDW
AECI,12/16/2024,14,12/16/2024 14:00,12/16/2024 20:00,2131,2116,2552,436,436,,,,2116,2552,436,907,1129,,,,,,,516,,,,,,,,,,,,,,,,,,,,,,,907,1129,,,,,,,516,,,,,,,MIDW
AECI,12/16/2024,15,12/16/2024 15:00,12/16/2024 21:00,2120,2068,2494,426,426,,,,2068,2494,426,888,1141,,,,,,,465,,,,,,,,,,,,,,,,,,,,,,,888,1141,,,,,,,465,,,,,,,MIDW
AECI,12/16/2024,16,12/16/2024 16:00,12/16/2024 22:00,2164,2033,2388,355,355,,,,2033,2388,355,874,1142,,,,,,,372,,,,,,,,,,,,,,,,,,,,,,,874,1142,,,,,,,372,,,,,,,MIDW
AECI,12/16/2024,17,12/16/2024 17:00,12/16/2024 23:00,2290,2168,2542,374,374,,,,2168,2542,374,1155,1145,,,,,,,242,,,,,,,,,,,,,,,,,,,,,,,1155,1145,,,,,,,242,,,,,,,MIDW
AECI,12/16/2024,18,12/16/2024 18:00,12/17/2024 0:00,2518,2436,2808,372,372,,,,2436,2808,372,1385,1177,,,,,,,246,,,,,,,,,,,,,,,,,,,,,,,1385,1177,,,,,,,246,,,,,,,MIDW
AECI,12/16/2024,19,12/16/2024 19:00,12/17/2024 1:00,2594,2532,2761,229,229,,,,2532,2761,229,1298,1172,,,,,,,291,,,,,,,,,,,,,,,,,,,,,,,1298,1172,,,,,,,291,,,,,,,MIDW
AECI,12/16/2024,20,12/16/2024 20:00,12/17/2024 2:00,2602,2577,2756,179,179,,,,2577,2756,179,1349,1175,,,,,,,232,,,,,,,,,,,,,,,,,,,,,,,1349,1175,,,,,,,232,,,,,,,MIDW
AECI,12/16/2024,21,12/16/2024 21:00,12/17/2024 3:00,2594,2621,2884,263,263,,,,2621,2884,263,1534,1185,,,,,,,165,,,,,,,,,,,,,,,,,,,,,,,1534,1185,,,,,,,165,,,,,,,MIDW
AECI,12/16/2024,22,12/16/2024 22:00,12/17/2024 4:00,2530,2551,2939,388,388,,,,2551,2939,388,1523,1148,,,,,,,268,,,,,,,,,,,,,,,,,,,,,,,1523,1148,,,,,,,268,,,,,,,MIDW
AECI,12/16/2024,23,12/16/2024 23:00,12/17/2024 5:00,2415,2476,3024,548,548,,,,2476,3024,548,1703,1155,,,,,,,166,,,,,,,,,,,,,,,,,,,,,,,1703,1155,,,,,,,166,,,,,,,MIDW
AECI,12/16/2024,24,12/17/2024 0:00,12/17/2024 6:00,2312,2405,3049,644,644,,,,2405,3049,644,1803,1159,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,1803,1159,,,,,,,87,,,,,,,MIDW
AECI,12/17/2024,1,12/17/2024 1:00,12/17/2024 7:00,2249,2364,3026,662,662,,,,2364,3026,662,1761,1153,,,,,,,112,,,,,,,,,,,,,,,,,,,,,,,1761,1153,,,,,,,112,,,,,,,MIDW
AECI,12/17/2024,2,12/17/2024 2:00,12/17/2024 8:00,2257,2365,3034,669,669,,,,2365,3034,669,1779,1152,,,,,,,103,,,,,,,,,,,,,,,,,,,,,,,1779,1152,,,,,,,103,,,,,,,MIDW
AECI,12/17/2024,3,12/17/2024 3:00,12/17/2024 9:00,2276,2425,3068,643,643,,,,2425,3068,643,1836,1152,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,1836,1152,,,,,,,80,,,,,,,MIDW
AECI,12/17/2024,4,12/17/2024 4:00,12/17/2024 10:00,2333,2472,3129,657,657,,,,2472,3129,657,1913,1175,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,1913,1175,,,,,,,41,,,,,,,MIDW
AECI,12/17/2024,5,12/17/2024 5:00,12/17/2024 11:00,2416,2590,3186,596,596,,,,2590,3186,596,1932,1204,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,1932,1204,,,,,,,50,,,,,,,MIDW
AECI,12/17/2024,6,12/17/2024 6:00,12/17/2024 12:00,2603,2810,3305,495,495,,,,2810,3305,495,1957,1271,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,1957,1271,,,,,,,77,,,,,,,MIDW
AECI,12/17/2024,7,12/17/2024 7:00,12/17/2024 13:00,2875,3113,3394,281,281,,,,3113,3394,281,1920,1359,,,,,,,115,,,,,,,,,,,,,,,,,,,,,,,1920,1359,,,,,,,115,,,,,,,MIDW
AECI,12/17/2024,8,12/17/2024 8:00,12/17/2024 14:00,2921,3192,3433,241,241,,,,3192,3433,241,1916,1387,,,,,,,130,,,,,,,,,,,,,,,,,,,,,,,1916,1387,,,,,,,130,,,,,,,MIDW
AECI,12/17/2024,9,12/17/2024 9:00,12/17/2024 15:00,2817,3006,3532,526,526,,,,3006,3532,526,1973,1397,,,,,,,162,,,,,,,,,,,,,,,,,,,,,,,1973,1397,,,,,,,162,,,,,,,MIDW
AECI,12/17/2024,10,12/17/2024 10:00,12/17/2024 16:00,2653,2738,3560,822,822,,,,2738,3560,822,1974,1392,,,,,,,194,,,,,,,,,,,,,,,,,,,,,,,1974,1392,,,,,,,194,,,,,,,MIDW
AECI,12/17/2024,11,12/17/2024 11:00,12/17/2024 17:00,2488,2519,3582,1063,1063,,,,2519,3582,1063,1993,1393,,,,,,,196,,,,,,,,,,,,,,,,,,,,,,,1993,1393,,,,,,,196,,,,,,,MIDW
AECI,12/17/2024,12,12/17/2024 12:00,12/17/2024 18:00,2360,2387,3528,1141,1141,,,,2387,3528,1141,1948,1346,,,,,,,234,,,,,,,,,,,,,,,,,,,,,,,1948,1346,,,,,,,234,,,,,,,MIDW
AECI,12/17/2024,13,12/17/2024 13:00,12/17/2024 19:00,2261,2304,3501,1197,1197,,,,2304,3501,1197,1905,1347,,,,,,,249,,,,,,,,,,,,,,,,,,,,,,,1905,1347,,,,,,,249,,,,,,,MIDW
AECI,12/17/2024,14,12/17/2024 14:00,12/17/2024 20:00,2188,2243,3581,1338,1338,,,,2243,3581,1338,1975,1378,,,,,,,228,,,,,,,,,,,,,,,,,,,,,,,1975,1378,,,,,,,228,,,,,,,MIDW
AECI,12/17/2024,15,12/17/2024 15:00,12/17/2024 21:00,2169,2269,3625,1356,1356,,,,2269,3625,1356,1967,1340,,,,,,,318,,,,,,,,,,,,,,,,,,,,,,,1967,1340,,,,,,,318,,,,,,,MIDW
AECI,12/17/2024,16,12/17/2024 16:00,12/17/2024 22:00,2196,2298,3704,1406,1406,,,,2298,3704,1406,1936,1377,,,,,,,391,,,,,,,,,,,,,,,,,,,,,,,1936,1377,,,,,,,391,,,,,,,MIDW
AECI,12/17/2024,17,12/17/2024 17:00,12/17/2024 23:00,2320,2408,3859,1451,1451,,,,2408,3859,1451,1974,1381,,,,,,,504,,,,,,,,,,,,,,,,,,,,,,,1974,1381,,,,,,,504,,,,,,,MIDW
AECI,12/17/2024,18,12/17/2024 18:00,12/18/2024 0:00,2556,2602,4048,1446,1446,,,,2602,4048,1446,2026,1532,,,,,,,490,,,,,,,,,,,,,,,,,,,,,,,2026,1532,,,,,,,490,,,,,,,MIDW
AECI,12/17/2024,19,12/17/2024 19:00,12/18/2024 1:00,2615,2619,4010,1391,1391,,,,2619,4010,1391,1979,1535,,,,,,,495,,,,,,,,,,,,,,,,,,,,,,,1979,1535,,,,,,,495,,,,,,,MIDW
AECI,12/17/2024,20,12/17/2024 20:00,12/18/2024 2:00,2602,2602,3786,1184,1184,,,,2602,3786,1184,1894,1236,,,,,,,656,,,,,,,,,,,,,,,,,,,,,,,1894,1236,,,,,,,656,,,,,,,MIDW
AECI,12/17/2024,21,12/17/2024 21:00,12/18/2024 3:00,2572,2576,3522,946,946,,,,2576,3522,946,1818,992,,,,,,,712,,,,,,,,,,,,,,,,,,,,,,,1818,992,,,,,,,712,,,,,,,MIDW
AECI,12/17/2024,22,12/17/2024 22:00,12/18/2024 4:00,2467,2470,3267,797,797,,,,2470,3267,797,1592,945,,,,,,,730,,,,,,,,,,,,,,,,,,,,,,,1592,945,,,,,,,730,,,,,,,MIDW
AECI,12/17/2024,23,12/17/2024 23:00,12/18/2024 5:00,2316,2289,3096,807,807,,,,2289,3096,807,1553,847,,,,,,,696,,,,,,,,,,,,,,,,,,,,,,,1553,847,,,,,,,696,,,,,,,MIDW
AECI,12/17/2024,24,12/18/2024 0:00,12/18/2024 6:00,2185,2192,2897,705,705,,,,2192,2897,705,1595,672,,,,,,,630,,,,,,,,,,,,,,,,,,,,,,,1595,672,,,,,,,630,,,,,,,MIDW
AECI,12/18/2024,1,12/18/2024 1:00,12/18/2024 7:00,2153,2113,3112,999,999,,,,2113,3112,999,1909,719,,,,,,,484,,,,,,,,,,,,,,,,,,,,,,,1909,719,,,,,,,484,,,,,,,MIDW
AECI,12/18/2024,2,12/18/2024 2:00,12/18/2024 8:00,2131,2090,2891,801,801,,,,2090,2891,801,2058,385,,,,,,,448,,,,,,,,,,,,,,,,,,,,,,,2058,385,,,,,,,448,,,,,,,MIDW
AECI,12/18/2024,3,12/18/2024 3:00,12/18/2024 9:00,2146,2121,2870,749,749,,,,2121,2870,749,1806,460,,,,,,,604,,,,,,,,,,,,,,,,,,,,,,,1806,460,,,,,,,604,,,,,,,MIDW
AECI,12/18/2024,4,12/18/2024 4:00,12/18/2024 10:00,2181,2137,3019,882,882,,,,2137,3019,882,1892,582,,,,,,,545,,,,,,,,,,,,,,,,,,,,,,,1892,582,,,,,,,545,,,,,,,MIDW
AECI,12/18/2024,5,12/18/2024 5:00,12/18/2024 11:00,2278,2255,3200,945,945,,,,2255,3200,945,1869,835,,,,,,,496,,,,,,,,,,,,,,,,,,,,,,,1869,835,,,,,,,496,,,,,,,MIDW
AECI,12/18/2024,6,12/18/2024 6:00,12/18/2024 12:00,2474,2439,3396,957,957,,,,2439,3396,957,1775,1114,,,,,,,506,,,,,,,,,,,,,,,,,,,,,,,1775,1114,,,,,,,506,,,,,,,MIDW
AECI,12/18/2024,7,12/18/2024 7:00,12/18/2024 13:00,2746,2746,3754,1008,1008,,,,2746,3754,1008,1904,1353,,,,,,,497,,,,,,,,,,,,,,,,,,,,,,,1904,1353,,,,,,,497,,,,,,,MIDW
AECI,12/18/2024,8,12/18/2024 8:00,12/18/2024 14:00,2851,2880,3998,1118,1118,,,,2880,3998,1118,2097,1484,,,,,,,417,,,,,,,,,,,,,,,,,,,,,,,2097,1484,,,,,,,417,,,,,,,MIDW
AECI,12/18/2024,9,12/18/2024 9:00,12/18/2024 15:00,2827,2798,3896,1098,1098,,,,2798,3896,1098,2059,1479,,,,,,,357,,,,,,,,,,,,,,,,,,,,,,,2059,1479,,,,,,,357,,,,,,,MIDW
AECI,12/18/2024,10,12/18/2024 10:00,12/18/2024 16:00,2775,2710,3931,1221,1221,,,,2710,3931,1221,2055,1478,,,,,,,399,,,,,,,,,,,,,,,,,,,,,,,2055,1478,,,,,,,399,,,,,,,MIDW
AECI,12/18/2024,11,12/18/2024 11:00,12/18/2024 17:00,2718,2644,3817,1173,1173,,,,2644,3817,1173,2014,1487,,,,,,,316,,,,,,,,,,,,,,,,,,,,,,,2014,1487,,,,,,,316,,,,,,,MIDW
AECI,12/18/2024,12,12/18/2024 12:00,12/18/2024 18:00,2657,2520,3673,1153,1153,,,,2520,3673,1153,2013,1447,,,,,,,213,,,,,,,,,,,,,,,,,,,,,,,2013,1447,,,,,,,213,,,,,,,MIDW
AECI,12/18/2024,13,12/18/2024 13:00,12/18/2024 19:00,2579,2404,3659,1255,1255,,,,2404,3659,1255,2082,1441,,,,,,,136,,,,,,,,,,,,,,,,,,,,,,,2082,1441,,,,,,,136,,,,,,,MIDW
AECI,12/18/2024,14,12/18/2024 14:00,12/18/2024 20:00,2548,2349,3636,1287,1287,,,,2349,3636,1287,2106,1449,,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,2106,1449,,,,,,,81,,,,,,,MIDW
AECI,12/18/2024,15,12/18/2024 15:00,12/18/2024 21:00,2528,2324,3616,1292,1292,,,,2324,3616,1292,2119,1460,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,2119,1460,,,,,,,37,,,,,,,MIDW
AECI,12/18/2024,16,12/18/2024 16:00,12/18/2024 22:00,2566,2385,3578,1193,1193,,,,2385,3578,1193,2096,1473,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,2096,1473,,,,,,,9,,,,,,,MIDW
AECI,12/18/2024,17,12/18/2024 17:00,12/18/2024 23:00,2737,2546,3571,1025,1025,,,,2546,3571,1025,2096,1474,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2096,1474,,,,,,,1,,,,,,,MIDW
AECI,12/18/2024,18,12/18/2024 18:00,12/19/2024 0:00,3006,2853,3558,705,705,,,,2853,3558,705,2090,1466,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2090,1466,,,,,,,2,,,,,,,MIDW
AECI,12/18/2024,19,12/18/2024 19:00,12/19/2024 1:00,3101,2980,3512,532,532,,,,2980,3512,532,2068,1444,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,2068,1444,,,,,,,0,,,,,,,MIDW
AECI,12/18/2024,20,12/18/2024 20:00,12/19/2024 2:00,3140,3024,3538,514,514,,,,3024,3538,514,2059,1447,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,2059,1447,,,,,,,32,,,,,,,MIDW
AECI,12/18/2024,21,12/18/2024 21:00,12/19/2024 3:00,3141,3082,3618,536,536,,,,3082,3618,536,2054,1451,,,,,,,113,,,,,,,,,,,,,,,,,,,,,,,2054,1451,,,,,,,113,,,,,,,MIDW
AECI,12/18/2024,22,12/18/2024 22:00,12/19/2024 4:00,3083,3023,3595,572,572,,,,3023,3595,572,1934,1410,,,,,,,251,,,,,,,,,,,,,,,,,,,,,,,1934,1410,,,,,,,251,,,,,,,MIDW
AECI,12/18/2024,23,12/18/2024 23:00,12/19/2024 5:00,2967,2979,3608,629,629,,,,2979,3608,629,2007,1272,,,,,,,329,,,,,,,,,,,,,,,,,,,,,,,2007,1272,,,,,,,329,,,,,,,MIDW
AECI,12/18/2024,24,12/19/2024 0:00,12/19/2024 6:00,2873,2893,3435,542,542,,,,2893,3435,542,1785,1203,,,,,,,447,,,,,,,,,,,,,,,,,,,,,,,1785,1203,,,,,,,447,,,,,,,MIDW
AECI,12/19/2024,1,12/19/2024 1:00,12/19/2024 7:00,2781,2884,3530,646,646,,,,2884,3530,646,1843,1194,,,,,,,493,,,,,,,,,,,,,,,,,,,,,,,1843,1194,,,,,,,493,,,,,,,MIDW
AECI,12/19/2024,2,12/19/2024 2:00,12/19/2024 8:00,2780,2887,3568,681,681,,,,2887,3568,681,1815,1191,,,,,,,562,,,,,,,,,,,,,,,,,,,,,,,1815,1191,,,,,,,562,,,,,,,MIDW
AECI,12/19/2024,3,12/19/2024 3:00,12/19/2024 9:00,2802,2919,3535,616,616,,,,2919,3535,616,1729,1187,,,,,,,619,,,,,,,,,,,,,,,,,,,,,,,1729,1187,,,,,,,619,,,,,,,MIDW
AECI,12/19/2024,4,12/19/2024 4:00,12/19/2024 10:00,2840,2992,3527,535,535,,,,2992,3527,535,1647,1194,,,,,,,686,,,,,,,,,,,,,,,,,,,,,,,1647,1194,,,,,,,686,,,,,,,MIDW
AECI,12/19/2024,5,12/19/2024 5:00,12/19/2024 11:00,2924,3089,3621,532,532,,,,3089,3621,532,1704,1196,,,,,,,721,,,,,,,,,,,,,,,,,,,,,,,1704,1196,,,,,,,721,,,,,,,MIDW
AECI,12/19/2024,6,12/19/2024 6:00,12/19/2024 12:00,3111,3283,3758,475,475,,,,3283,3758,475,1854,1205,,,,,,,699,,,,,,,,,,,,,,,,,,,,,,,1854,1205,,,,,,,699,,,,,,,MIDW
AECI,12/19/2024,7,12/19/2024 7:00,12/19/2024 13:00,3361,3518,3674,156,156,,,,3518,3674,156,1896,1209,,,,,,,568,,,,,,,,,,,,,,,,,,,,,,,1896,1209,,,,,,,568,,,,,,,MIDW
AECI,12/19/2024,8,12/19/2024 8:00,12/19/2024 14:00,3426,3593,3590,-3,-3,,,,3593,3590,-3,1842,1187,,,,,,,560,,,,,,,,,,,,,,,,,,,,,,,1842,1187,,,,,,,560,,,,,,,MIDW
AECI,12/19/2024,9,12/19/2024 9:00,12/19/2024 15:00,3266,3419,3582,163,163,,,,3419,3582,163,1782,1205,,,,,,,594,,,,,,,,,,,,,,,,,,,,,,,1782,1205,,,,,,,594,,,,,,,MIDW
AECI,12/19/2024,10,12/19/2024 10:00,12/19/2024 16:00,3056,3148,3441,293,293,,,,3148,3441,293,1686,1189,,,,,,,566,,,,,,,,,,,,,,,,,,,,,,,1686,1189,,,,,,,566,,,,,,,MIDW
AECI,12/19/2024,11,12/19/2024 11:00,12/19/2024 17:00,2858,2915,3270,355,355,,,,2915,3270,355,1675,1127,,,,,,,468,,,,,,,,,,,,,,,,,,,,,,,1675,1127,,,,,,,468,,,,,,,MIDW
AECI,12/19/2024,12,12/19/2024 12:00,12/19/2024 18:00,2692,2694,3063,369,369,,,,2694,3063,369,1711,971,,,,,,,381,,,,,,,,,,,,,,,,,,,,,,,1711,971,,,,,,,381,,,,,,,MIDW
AECI,12/19/2024,13,12/19/2024 13:00,12/19/2024 19:00,2558,2543,2861,318,318,,,,2543,2861,318,1498,926,,,,,,,437,,,,,,,,,,,,,,,,,,,,,,,1498,926,,,,,,,437,,,,,,,MIDW
AECI,12/19/2024,14,12/19/2024 14:00,12/19/2024 20:00,2476,2406,2902,496,496,,,,2406,2902,496,1516,925,,,,,,,460,,,,,,,,,,,,,,,,,,,,,,,1516,925,,,,,,,460,,,,,,,MIDW
AECI,12/19/2024,15,12/19/2024 15:00,12/19/2024 21:00,2433,2331,2707,376,376,,,,2331,2707,376,1380,836,,,,,,,491,,,,,,,,,,,,,,,,,,,,,,,1380,836,,,,,,,491,,,,,,,MIDW
AECI,12/19/2024,16,12/19/2024 16:00,12/19/2024 22:00,2466,2352,2928,576,576,,,,2352,2928,576,1509,900,,,,,,,519,,,,,,,,,,,,,,,,,,,,,,,1509,900,,,,,,,519,,,,,,,MIDW
AECI,12/19/2024,17,12/19/2024 17:00,12/19/2024 23:00,2630,2503,3192,689,689,,,,2503,3192,689,1695,961,,,,,,,537,,,,,,,,,,,,,,,,,,,,,,,1695,961,,,,,,,537,,,,,,,MIDW
AECI,12/19/2024,18,12/19/2024 18:00,12/20/2024 0:00,2879,2787,3332,545,545,,,,2787,3332,545,1823,982,,,,,,,527,,,,,,,,,,,,,,,,,,,,,,,1823,982,,,,,,,527,,,,,,,MIDW
AECI,12/19/2024,19,12/19/2024 19:00,12/20/2024 1:00,2957,2908,3375,467,467,,,,2908,3375,467,1815,992,,,,,,,568,,,,,,,,,,,,,,,,,,,,,,,1815,992,,,,,,,568,,,,,,,MIDW
AECI,12/19/2024,20,12/19/2024 20:00,12/20/2024 2:00,2977,2973,3434,461,461,,,,2973,3434,461,1863,992,,,,,,,579,,,,,,,,,,,,,,,,,,,,,,,1863,992,,,,,,,579,,,,,,,MIDW
AECI,12/19/2024,21,12/19/2024 21:00,12/20/2024 3:00,2981,2998,3428,430,430,,,,2998,3428,430,1843,1000,,,,,,,585,,,,,,,,,,,,,,,,,,,,,,,1843,1000,,,,,,,585,,,,,,,MIDW
AECI,12/19/2024,22,12/19/2024 22:00,12/20/2024 4:00,2906,2938,3469,531,531,,,,2938,3469,531,1837,1000,,,,,,,632,,,,,,,,,,,,,,,,,,,,,,,1837,1000,,,,,,,632,,,,,,,MIDW
AECI,12/19/2024,23,12/19/2024 23:00,12/20/2024 5:00,2773,2844,3494,650,650,,,,2844,3494,650,1824,1002,,,,,,,668,,,,,,,,,,,,,,,,,,,,,,,1824,1002,,,,,,,668,,,,,,,MIDW
AECI,12/19/2024,24,12/20/2024 0:00,12/20/2024 6:00,2657,2758,3533,775,775,,,,2758,3533,775,1863,1000,,,,,,,670,,,,,,,,,,,,,,,,,,,,,,,1863,1000,,,,,,,670,,,,,,,MIDW
AECI,12/20/2024,1,12/20/2024 1:00,12/20/2024 7:00,2709,2753,3270,517,517,,,,2753,3270,517,1582,995,,,,,,,693,,,,,,,,,,,,,,,,,,,,,,,1582,995,,,,,,,693,,,,,,,MIDW
AECI,12/20/2024,2,12/20/2024 2:00,12/20/2024 8:00,2742,2782,3060,278,278,,,,2782,3060,278,1435,950,,,,,,,675,,,,,,,,,,,,,,,,,,,,,,,1435,950,,,,,,,675,,,,,,,MIDW
AECI,12/20/2024,3,12/20/2024 3:00,12/20/2024 9:00,2794,2843,2991,148,148,,,,2843,2991,148,1395,919,,,,,,,677,,,,,,,,,,,,,,,,,,,,,,,1395,919,,,,,,,677,,,,,,,MIDW
AECI,12/20/2024,4,12/20/2024 4:00,12/20/2024 10:00,2886,2918,3149,231,231,,,,2918,3149,231,1474,1007,,,,,,,668,,,,,,,,,,,,,,,,,,,,,,,1474,1007,,,,,,,668,,,,,,,MIDW
